,dataset,join,operator,time_baseline,time_amalur,complexity_baseline,complexity_amalur,TR,FR
240,yelp,outer,Left multiply,0.009139307339986165,0.0003517945607503255,6944852.0,550217.0,0.26291347331832815,3.7502135656928073
241,yelp,outer,Row summation,0.0069620688756306965,0.002480300267537435,6944852.0,550217.0,0.26291347331832815,3.7502135656928073
242,yelp,outer,Column summation,0.021749472618103026,0.004616308212280274,6944852.0,550217.0,0.26291347331832815,3.7502135656928073
243,yelp,outer,Materialization,,0.1117704709370931,,,,
244,yelp,outer,LMM,0.027927517890930176,0.009147747357686361,120111125260.0,24653973790.0,0.26291347331832815,3.7502135656928073
245,yelp,outer,RMM,0.004976042111714681,0.012180574735005696,417095712672.0,61515638862.0,0.26291347331832815,3.7502135656928073
246,yelp,outer,Left multiply T,0.009223413467407227,0.0003940423329671224,6944852.0,550217.0,0.26291347331832815,3.7502135656928073
247,yelp,outer,Row summation T,0.021837774912516275,0.004676636060078939,6944852.0,550217.0,0.26291347331832815,3.7502135656928073
248,yelp,outer,Column summation T,0.006783008575439453,0.004677963256835937,6944852.0,550217.0,0.26291347331832815,3.7502135656928073
249,yelp,outer,LMM T,0.005619613329569498,0.022257177035013835,120111125260.0,120047178910.0,0.26291347331832815,3.7502135656928073
250,yelp,outer,RMM T,0.07505282560984293,0.021454628308614096,1965285131318.0,214472980073.0,0.26291347331832815,3.7502135656928073
251,yelp,outer,Linear Regression,2.238301491737366,1.0396713018417358,24022225052.0,14470115270.0,0.26291347331832815,3.7502135656928073
